Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Distance,Orderd_hour,Orderd_minute,Orderd_picked_hour,Orderd_picked_minute
4.6,Fog,Medium,2,Drinks,motorcycle,0.0,No,Metropolitian,18,9.08,18.0,30.0,18.0,35.0
4.7,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,28,8.94,17.0,45.0,17.0,55.0
4.7,Cloudy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,27,19.63,22.0,10.0,22.0,20.0
4.7,Fog,Low,2,Buffet,scooter,1.0,No,Metropolitian,27,11.91,23.0,55.0,23.0,40.0
4.6,Sunny,Jam,1,Snack,motorcycle,0.0,No,Urban,15,10.88,20.0,25.0,20.0,40.0
4.6,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,29,13.58,19.0,50.0,19.0,35.0
4.9,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,35,16.9,18.0,45.0,18.0,50.0
4.8,Sandstorms,Jam,0,Buffet,motorcycle,3.0,No,Urban,46,10.57,19.0,55.0,19.0,40.0
4.6,Windy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,29,4.56,22.0,25.0,22.0,40.0
4.7,Windy,High,0,Drinks,motorcycle,0.0,No,Metropolitian,44,1.53,11.0,40.0,11.0,45.0
5.0,Windy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,28,7.56,17.0,50.0,17.0,55.0
5.0,Cloudy,High,1,Drinks,motorcycle,0.0,No,Metropolitian,21,1.53,11.0,50.0,12.0,5.0
4.9,Fog,High,0,Meal,motorcycle,1.0,No,Metropolitian,27,6.29,12.0,55.0,13.0,10.0
4.5,Sandstorms,Medium,1,Snack,scooter,1.0,No,Metropolitian,37,12.42,17.0,10.0,17.0,25.0
4.7,Windy,Jam,2,Drinks,electric_scooter,1.0,,Urban,11,4.54,19.0,40.0,19.0,55.0
4.0,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,28,9.22,22.0,35.0,22.0,40.0
5.0,Cloudy,Medium,1,Snack,scooter,1.0,No,Urban,29,13.61,18.0,55.0,19.0,10.0
4.9,Cloudy,Medium,1,Snack,scooter,0.0,No,Metropolitian,15,4.67,17.0,55.0,17.0,40.0
4.4,Cloudy,Low,1,Buffet,scooter,0.0,No,Metropolitian,34,10.59,23.0,40.0,23.0,50.0
4.4,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,23,7.68,23.0,55.0,23.0,40.0
4.8,Sandstorms,High,1,Snack,motorcycle,1.0,No,Metropolitian,10,1.53,12.0,0.0,12.0,15.0
4.9,Sunny,High,1,Snack,scooter,0.0,No,Metropolitian,24,3.03,11.0,15.0,11.0,30.0
,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,38,13.99,21.0,10.0,21.0,20.0
4.6,Sandstorms,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,27,10.43,18.0,50.0,18.0,55.0
4.8,Fog,Medium,1,Meal,scooter,0.0,No,Metropolitian,31,20.25,18.0,20.0,18.0,35.0
4.7,Fog,High,2,Drinks,electric_scooter,,No,Metropolitian,29,1.54,11.0,50.0,12.0,5.0
4.9,Stormy,Jam,0,Drinks,motorcycle,2.0,Yes,Semi-Urban,48,10.64,19.0,50.0,20.0,5.0
5.0,Fog,High,1,Buffet,scooter,1.0,No,Metropolitian,33,1.52,11.0,40.0,11.0,45.0
4.6,Cloudy,Low,1,Snack,scooter,1.0,No,Metropolitian,18,3.04,8.0,25.0,8.0,40.0
4.6,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,39,13.41,19.0,35.0,19.0,50.0
4.0,Cloudy,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,35,16.82,20.0,50.0,20.0,55.0
4.9,Cloudy,Medium,2,Snack,scooter,1.0,No,Metropolitian,26,11.92,17.0,45.0,17.0,50.0
5.0,Stormy,High,2,Buffet,electric_scooter,0.0,No,Metropolitian,29,6.21,12.0,35.0,12.0,50.0
4.1,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,27,3.04,10.0,40.0,10.0,45.0
4.8,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,10.59,22.0,10.0,22.0,15.0
4.9,Cloudy,High,2,Buffet,motorcycle,2.0,No,Metropolitian,34,1.51,11.0,15.0,11.0,20.0
4.6,Fog,Low,2,Snack,scooter,0.0,No,Metropolitian,17,3.04,8.0,50.0,8.0,35.0
4.2,Fog,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,44,13.59,20.0,50.0,20.0,55.0
4.9,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21,12.26,23.0,15.0,23.0,25.0
4.8,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,29,7.45,18.0,15.0,18.0,30.0
5.0,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,25,7.68,19.0,10.0,19.0,15.0
5.0,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,33,4.66,18.0,45.0,18.0,50.0
4.5,Fog,Jam,0,Snack,motorcycle,2.0,Yes,Metropolitian,49,13.63,20.0,55.0,21.0,10.0
4.6,Fog,Low,0,Snack,motorcycle,0.0,No,Urban,23,9.19,22.0,55.0,23.0,5.0
4.1,Fog,Medium,1,Meal,scooter,0.0,No,Urban,35,17.07,17.0,50.0,17.0,35.0
,Stormy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,23,3.02,10.0,5.0,10.0,20.0
4.8,Sandstorms,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,15,10.59,19.0,10.0,19.0,20.0
4.7,Sandstorms,Jam,1,Snack,scooter,0.0,No,Metropolitian,16,19.92,19.0,50.0,19.0,35.0
4.9,Sunny,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,15,19.62,18.0,15.0,18.0,25.0
4.2,Windy,Jam,2,Snack,scooter,1.0,No,Metropolitian,32,7.33,21.0,20.0,21.0,35.0
4.1,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,42,10.71,22.0,15.0,22.0,30.0
4.7,Cloudy,High,0,Snack,motorcycle,1.0,No,Metropolitian,25,1.56,11.0,50.0,11.0,35.0
3.7,Fog,Low,1,Snack,scooter,0.0,No,Metropolitian,32,17.07,23.0,35.0,23.0,45.0
5.0,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,34,12.29,18.0,10.0,18.0,25.0
4.0,Fog,Jam,2,Buffet,scooter,0.0,No,Metropolitian,39,19.34,21.0,35.0,21.0,50.0
4.9,Cloudy,Jam,2,Drinks,electric_scooter,2.0,No,Metropolitian,48,16.85,21.0,40.0,21.0,50.0
4.0,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Metropolitian,34,7.86,19.0,35.0,19.0,50.0
5.0,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,35,20.85,20.0,10.0,20.0,20.0
4.5,Windy,Jam,2,Meal,scooter,1.0,No,Urban,15,13.97,19.0,45.0,19.0,50.0
4.6,Stormy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,19,13.76,20.0,55.0,21.0,10.0
5.0,Fog,Low,0,Snack,motorcycle,1.0,No,Urban,22,3.06,8.0,50.0,8.0,35.0
4.8,Sunny,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,16,6.05,16.0,35.0,16.0,40.0
4.9,Sunny,Medium,2,Drinks,scooter,0.0,No,Metropolitian,17,4.66,17.0,55.0,17.0,40.0
4.9,Sandstorms,Jam,2,Meal,scooter,2.0,No,Metropolitian,34,4.53,20.0,50.0,21.0,5.0
4.8,Cloudy,Medium,1,Buffet,motorcycle,,No,Metropolitian,31,10.87,17.0,50.0,17.0,55.0
3.6,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,39,10.88,20.0,0.0,20.0,15.0
4.5,Fog,Low,1,Snack,scooter,1.0,No,Metropolitian,15,1.55,10.0,35.0,10.0,45.0
4.9,Sunny,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,22,7.76,22.0,40.0,22.0,55.0
4.8,Stormy,Jam,2,Buffet,scooter,1.0,No,Urban,19,19.89,19.0,30.0,19.0,40.0
,Stormy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,18,16.83,18.0,35.0,18.0,40.0
4.9,Windy,Jam,2,Buffet,scooter,1.0,No,Urban,28,13.77,19.0,35.0,19.0,45.0
4.6,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,45,19.88,21.0,35.0,21.0,40.0
5.0,Windy,Jam,2,Buffet,electric_scooter,1.0,No,Urban,26,12.26,21.0,10.0,21.0,20.0
4.9,Sunny,Jam,2,Drinks,scooter,0.0,No,Metropolitian,19,16.38,20.0,45.0,20.0,50.0
4.4,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,20,1.55,9.0,50.0,9.0,55.0
4.9,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,25,3.06,9.0,10.0,9.0,25.0
4.0,Cloudy,Jam,1,Drinks,scooter,2.0,No,Metropolitian,45,10.43,21.0,30.0,21.0,40.0
4.5,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,22,4.61,21.0,10.0,21.0,20.0
3.8,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,33,16.39,20.0,10.0,20.0,15.0
4.0,Sandstorms,High,0,Drinks,motorcycle,1.0,No,Metropolitian,38,6.05,12.0,55.0,13.0,10.0
4.3,Stormy,Jam,0,Meal,motorcycle,1.0,Yes,Metropolitian,46,9.31,20.0,35.0,20.0,50.0
4.8,Sunny,Jam,1,Snack,scooter,0.0,No,Urban,13,7.57,19.0,20.0,19.0,30.0
4.5,Sunny,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,16,17.3,18.0,45.0,18.0,55.0
4.0,Sandstorms,High,2,Meal,scooter,2.0,No,Metropolitian,34,3.1,11.0,45.0,11.0,55.0
4.9,Windy,Low,2,Buffet,scooter,1.0,No,Metropolitian,25,3.1,8.0,15.0,8.0,20.0
4.6,Stormy,High,1,Meal,scooter,1.0,No,Metropolitian,26,1.51,11.0,50.0,11.0,55.0
4.8,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,27,19.37,23.0,35.0,23.0,40.0
4.9,Stormy,Low,1,Drinks,scooter,0.0,No,Metropolitian,17,12.43,22.0,15.0,22.0,25.0
4.7,Sunny,Low,2,Snack,scooter,0.0,No,Urban,11,3.12,9.0,55.0,10.0,10.0
4.9,Windy,Low,2,Meal,scooter,0.0,No,Metropolitian,15,17.3,23.0,30.0,23.0,45.0
5.0,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,18,7.77,22.0,30.0,22.0,35.0
4.7,Windy,Low,2,Snack,scooter,1.0,No,Metropolitian,20,3.12,9.0,35.0,9.0,40.0
4.9,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,34,7.77,18.0,50.0,18.0,35.0
4.9,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Urban,45,13.9,19.0,30.0,19.0,35.0
4.8,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,26,12.42,20.0,15.0,20.0,30.0
4.9,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,29,11.98,22.0,30.0,22.0,35.0
4.7,Windy,Jam,2,Meal,motorcycle,0.0,No,Metropolitian,23,16.39,20.0,45.0,20.0,55.0
4.6,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,39,13.97,17.0,20.0,17.0,25.0
4.9,Cloudy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,17,4.66,23.0,15.0,23.0,25.0
4.7,Sunny,Jam,1,Snack,scooter,0.0,No,Metropolitian,22,13.97,20.0,55.0,20.0,40.0
4.5,Fog,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,27,4.66,19.0,20.0,19.0,25.0
4.8,Stormy,Medium,2,Buffet,motorcycle,0.0,No,Metropolitian,28,17.08,17.0,15.0,17.0,30.0
4.8,Sunny,Jam,1,Drinks,scooter,0.0,No,Metropolitian,14,4.63,21.0,40.0,21.0,50.0
4.9,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,22,10.73,22.0,40.0,22.0,50.0
4.0,Cloudy,Jam,1,Snack,motorcycle,2.0,No,Metropolitian,35,19.98,20.0,50.0,21.0,5.0
4.8,Sandstorms,Low,2,Snack,electric_scooter,0.0,No,Urban,10,16.82,23.0,30.0,23.0,40.0
5.0,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Urban,29,9.44,22.0,45.0,22.0,55.0
4.8,Fog,Jam,2,Buffet,scooter,1.0,No,Metropolitian,27,7.86,21.0,20.0,21.0,30.0
4.6,Sunny,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,10,4.6,18.0,45.0,18.0,30.0
4.8,Stormy,Medium,1,Snack,scooter,0.0,No,Metropolitian,27,16.11,18.0,10.0,18.0,25.0
4.6,Stormy,Medium,1,Drinks,motorcycle,0.0,No,Urban,20,4.47,18.0,55.0,19.0,10.0
4.8,Stormy,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,26,4.66,19.0,15.0,19.0,25.0
4.6,Stormy,High,0,Drinks,motorcycle,2.0,No,Metropolitian,36,6.23,12.0,15.0,12.0,30.0
4.8,Sunny,High,2,Buffet,electric_scooter,0.0,No,Urban,15,2.98,11.0,55.0,12.0,5.0
4.6,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,48,12.46,18.0,30.0,18.0,35.0
4.6,Windy,High,2,Drinks,motorcycle,,No,Metropolitian,11,1.53,11.0,55.0,12.0,10.0
5.0,Stormy,Medium,1,Buffet,scooter,1.0,No,,26,9.22,18.0,20.0,18.0,35.0
4.0,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,36,16.85,18.0,30.0,18.0,45.0
4.9,Stormy,Low,2,Drinks,scooter,0.0,No,Metropolitian,11,10.59,22.0,35.0,22.0,40.0
5.0,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,29,16.83,21.0,30.0,21.0,40.0
,,,3,Drinks,electric_scooter,3.0,Yes,Metropolitian,48,12.24,21.0,25.0,21.0,40.0
,Stormy,Jam,2,Meal,scooter,0.0,No,Urban,34,9.08,21.0,10.0,21.0,25.0
4.7,Fog,High,2,Buffet,scooter,1.0,No,Metropolitian,27,6.21,14.0,25.0,14.0,35.0
4.6,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,13,7.68,19.0,10.0,19.0,25.0
4.7,Sandstorms,High,1,Meal,scooter,0.0,No,Metropolitian,29,6.22,14.0,20.0,14.0,35.0
4.9,Stormy,High,0,Buffet,motorcycle,1.0,No,Urban,16,6.21,12.0,35.0,12.0,45.0
4.1,Windy,Medium,0,Meal,motorcycle,1.0,No,Urban,36,4.61,18.0,45.0,18.0,30.0
4.6,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,20,4.66,22.0,40.0,22.0,45.0
4.6,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,34,12.29,17.0,35.0,17.0,45.0
4.7,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,41,14.15,17.0,45.0,17.0,30.0
4.8,Fog,Medium,2,Buffet,scooter,0.0,No,Urban,36,10.88,18.0,55.0,19.0,10.0
4.7,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,16,3.11,9.0,55.0,10.0,10.0
4.4,Stormy,Jam,0,Meal,motorcycle,1.0,No,Urban,39,13.99,21.0,50.0,22.0,5.0
4.5,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,30,9.31,18.0,40.0,18.0,45.0
4.2,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,34,3.02,9.0,55.0,10.0,10.0
4.6,Cloudy,Jam,2,Snack,scooter,0.0,No,Metropolitian,26,7.77,21.0,40.0,21.0,55.0
4.5,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,29,4.72,19.0,10.0,19.0,20.0
4.9,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,22,16.37,18.0,55.0,18.0,40.0
4.6,Fog,High,2,Buffet,motorcycle,1.0,No,Metropolitian,20,6.08,12.0,25.0,12.0,35.0
4.6,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,30,12.23,23.0,20.0,23.0,35.0
5.0,Stormy,Low,0,Snack,motorcycle,0.0,No,Urban,20,12.29,22.0,40.0,22.0,45.0
4.8,Stormy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,29,12.16,20.0,45.0,20.0,50.0
4.8,Fog,Jam,2,Meal,electric_scooter,2.0,No,Metropolitian,40,13.97,20.0,50.0,21.0,5.0
4.6,Sandstorms,Low,1,Drinks,scooter,0.0,No,Metropolitian,18,16.15,22.0,35.0,22.0,50.0
4.4,Sandstorms,Jam,1,Drinks,scooter,2.0,No,Metropolitian,38,11.01,20.0,10.0,20.0,15.0
4.5,Windy,Medium,2,Meal,scooter,0.0,No,,29,4.67,17.0,45.0,17.0,30.0
4.6,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,32,7.79,19.0,35.0,19.0,50.0
4.9,Sunny,Jam,1,Meal,scooter,1.0,No,Metropolitian,16,7.76,19.0,30.0,19.0,40.0
4.9,Windy,Medium,1,Meal,motorcycle,0.0,No,Urban,23,14.15,18.0,20.0,18.0,30.0
4.8,Fog,Medium,2,Drinks,scooter,0.0,No,Metropolitian,27,16.39,18.0,20.0,18.0,25.0
4.8,Fog,Low,2,Meal,motorcycle,0.0,No,Metropolitian,28,10.57,23.0,10.0,23.0,20.0
4.4,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,46,19.91,19.0,10.0,19.0,20.0
4.0,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,41,16.61,19.0,55.0,20.0,10.0
4.7,Fog,High,0,Meal,motorcycle,1.0,No,Metropolitian,25,6.04,12.0,50.0,13.0,5.0
4.9,Fog,Low,0,Snack,motorcycle,0.0,No,Metropolitian,22,13.79,22.0,40.0,22.0,50.0
4.7,Stormy,Low,2,Buffet,electric_scooter,1.0,No,Urban,25,3.11,9.0,20.0,9.0,25.0
4.9,Cloudy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,31,17.1,17.0,30.0,17.0,40.0
4.1,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,33,3.02,10.0,50.0,11.0,5.0
4.9,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,28,9.07,17.0,20.0,17.0,30.0
4.2,Cloudy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,42,13.18,18.0,30.0,18.0,35.0
4.9,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,29,14.05,21.0,40.0,21.0,50.0
4.8,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,18,4.47,22.0,35.0,22.0,45.0
4.9,Windy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,25,12.24,23.0,40.0,23.0,50.0
4.5,Sandstorms,Low,2,Drinks,scooter,1.0,No,Urban,16,1.51,8.0,25.0,8.0,30.0
4.8,Sandstorms,Low,2,Snack,scooter,,No,Metropolitian,15,1.54,9.0,25.0,9.0,40.0
4.8,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,24,16.79,21.0,20.0,21.0,30.0
5.0,Sandstorms,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,35,6.13,16.0,30.0,16.0,35.0
4.9,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,34,9.17,18.0,15.0,18.0,20.0
5.0,Sunny,Low,1,Meal,motorcycle,0.0,No,Metropolitian,12,1.49,8.0,10.0,8.0,15.0
4.6,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,19,3.1,10.0,25.0,10.0,40.0
4.8,Fog,Low,2,Drinks,motorcycle,,No,Metropolitian,12,3.1,9.0,45.0,9.0,50.0
4.7,Fog,Jam,0,Meal,motorcycle,1.0,Yes,Metropolitian,49,16.82,21.0,40.0,21.0,50.0
4.8,Sunny,Medium,1,Snack,scooter,0.0,No,Metropolitian,15,9.33,18.0,45.0,18.0,30.0
4.7,Sandstorms,Jam,2,Drinks,motorcycle,1.0,No,Urban,29,4.72,21.0,55.0,22.0,5.0
4.7,Cloudy,Low,1,Snack,scooter,1.0,No,Metropolitian,18,3.09,10.0,50.0,10.0,35.0
,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,15,7.57,23.0,15.0,23.0,20.0
4.8,Cloudy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,18,1.53,8.0,20.0,8.0,30.0
5.0,Cloudy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,38,7.79,19.0,50.0,19.0,55.0
4.9,Cloudy,Medium,1,Meal,scooter,0.0,No,Metropolitian,18,9.12,18.0,20.0,18.0,35.0
3.6,Stormy,Medium,2,Buffet,scooter,0.0,No,Urban,33,10.64,17.0,40.0,17.0,45.0
4.0,Fog,Jam,1,Snack,scooter,0.0,No,Metropolitian,32,12.58,20.0,50.0,20.0,35.0
4.6,Cloudy,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,29,4.47,20.0,40.0,20.0,45.0
4.5,Fog,Low,2,Meal,scooter,1.0,No,Urban,25,11.92,23.0,35.0,23.0,45.0
4.8,Sunny,Medium,2,Buffet,scooter,1.0,No,Urban,18,6.06,16.0,55.0,17.0,10.0
4.5,Fog,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,27,19.76,22.0,15.0,22.0,20.0
,,,3,Meal,scooter,0.0,No,Metropolitian,24,17.08,22.0,35.0,22.0,50.0
4.8,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,27,4.66,18.0,45.0,18.0,50.0
3.9,Stormy,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,42,11.01,20.0,15.0,20.0,30.0
4.6,Windy,Jam,1,Snack,scooter,1.0,No,Metropolitian,30,20.25,21.0,55.0,22.0,10.0
4.9,Sunny,Medium,0,Buffet,motorcycle,,No,Metropolitian,21,6.05,16.0,20.0,16.0,35.0
4.6,Windy,Jam,1,Buffet,scooter,1.0,No,Urban,29,20.18,21.0,55.0,22.0,5.0
4.7,Sandstorms,Medium,1,Snack,scooter,1.0,No,Urban,16,19.04,17.0,55.0,17.0,40.0
4.8,Cloudy,Medium,2,Buffet,scooter,0.0,No,Urban,16,7.56,18.0,10.0,18.0,20.0
4.8,Sunny,Low,1,Snack,motorcycle,1.0,No,Metropolitian,17,3.05,10.0,50.0,10.0,35.0
5.0,Sunny,Low,1,Buffet,motorcycle,0.0,No,Urban,17,1.51,9.0,40.0,9.0,50.0
4.3,Windy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,44,10.76,19.0,25.0,19.0,40.0
4.8,Cloudy,Medium,1,Snack,scooter,1.0,No,Metropolitian,17,9.09,19.0,0.0,19.0,15.0
4.6,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,27,7.79,23.0,45.0,23.0,30.0
4.7,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,38,10.64,20.0,55.0,21.0,10.0
,,,3,Buffet,scooter,1.0,No,Urban,19,20.85,22.0,20.0,22.0,35.0
4.7,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,27,3.03,8.0,20.0,8.0,25.0
4.7,Windy,High,0,Meal,motorcycle,1.0,No,Urban,16,1.54,11.0,25.0,11.0,35.0
4.9,Sunny,Jam,1,Buffet,scooter,1.0,No,Metropolitian,18,19.88,20.0,50.0,20.0,35.0
4.7,Windy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,15,12.42,17.0,35.0,17.0,40.0
5.0,Windy,Low,2,Drinks,scooter,0.0,No,Urban,23,1.53,8.0,20.0,8.0,25.0
4.5,Sandstorms,Jam,0,Meal,motorcycle,0.0,No,Urban,26,16.39,20.0,20.0,20.0,30.0
4.9,Stormy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,30,16.9,18.0,30.0,18.0,45.0
4.5,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,42,12.16,21.0,45.0,21.0,55.0
5.0,Stormy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,28,10.64,19.0,50.0,19.0,35.0
4.9,Stormy,Medium,2,Meal,scooter,1.0,No,Metropolitian,20,12.12,17.0,50.0,18.0,5.0
4.5,Sunny,High,0,Drinks,motorcycle,1.0,No,Metropolitian,51,6.04,13.0,20.0,13.0,35.0
4.6,Fog,High,0,Drinks,motorcycle,0.0,No,Metropolitian,27,3.02,11.0,45.0,11.0,30.0
3.7,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Urban,42,4.61,19.0,55.0,19.0,40.0
,Sunny,Jam,2,Buffet,motorcycle,1.0,No,Urban,20,7.65,19.0,45.0,19.0,50.0
4.7,Stormy,Low,1,Drinks,scooter,1.0,No,Urban,26,1.54,9.0,25.0,9.0,30.0
4.9,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Urban,29,9.12,17.0,55.0,18.0,5.0
4.5,Sandstorms,Low,2,Snack,motorcycle,0.0,No,Urban,28,12.26,22.0,30.0,22.0,35.0
4.9,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,27,12.26,23.0,15.0,23.0,25.0
5.0,Stormy,Low,2,Buffet,electric_scooter,0.0,No,Urban,17,9.12,22.0,10.0,22.0,20.0
4.7,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,29,7.76,17.0,25.0,17.0,40.0
4.6,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,28,9.18,23.0,35.0,23.0,40.0
4.1,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,43,12.46,18.0,20.0,18.0,25.0
4.6,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,27,11.01,22.0,55.0,23.0,10.0
4.6,Windy,Jam,0,Snack,motorcycle,3.0,No,Metropolitian,43,4.66,21.0,10.0,21.0,15.0
4.2,Sandstorms,Jam,0,Snack,motorcycle,3.0,No,Metropolitian,47,10.49,19.0,40.0,19.0,50.0
,,,3,Snack,electric_scooter,0.0,No,Metropolitian,19,4.61,22.0,30.0,22.0,45.0
5.0,Fog,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,44,10.91,19.0,45.0,19.0,50.0
,,,3,Snack,electric_scooter,2.0,No,Urban,40,10.76,20.0,30.0,20.0,45.0
4.1,Stormy,Jam,0,Meal,motorcycle,0.0,No,Urban,31,10.59,19.0,50.0,19.0,35.0
4.8,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,12,12.58,22.0,20.0,22.0,35.0
5.0,Fog,High,0,Buffet,motorcycle,1.0,No,Metropolitian,30,6.13,12.0,20.0,12.0,30.0
4.4,Cloudy,Low,0,Meal,motorcycle,2.0,No,Metropolitian,41,16.66,22.0,35.0,22.0,45.0
4.6,Sandstorms,Jam,2,Snack,scooter,1.0,No,Urban,25,16.39,19.0,50.0,20.0,5.0
4.7,Stormy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,46,16.6,21.0,40.0,21.0,45.0
4.4,Fog,Jam,1,Drinks,motorcycle,1.0,Yes,Metropolitian,45,12.42,20.0,25.0,20.0,30.0
4.4,Cloudy,High,2,Snack,motorcycle,1.0,No,Urban,32,6.13,13.0,55.0,13.0,40.0
4.8,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Metropolitian,15,12.42,22.0,25.0,22.0,35.0
